"id","name","given_name","gender","wiki_url","laureate_url","external_url","birth","birth_year","death","death_year","birth_location","death_location"
213,"Seaborg","Glenn T.","male","https://en.wikipedia.org/wiki/Glenn_T._Seaborg","https://api.nobelprize.org/2/laureate/213","https://www.nobelprize.org/laureate/213","1912-04-19",1912,"1999-02-25",1999,"f038mnfrz1nn","9q9pt0ukechm"
188,"Fischer","Hans","male","https://en.wikipedia.org/wiki/Hans_Fischer","https://api.nobelprize.org/2/laureate/188","https://www.nobelprize.org/laureate/188","1881-07-27",1881,"1945-03-31",1945,"u0yj42prpvbc","u281zd9ubncr"
187,"von Euler-Chelpin","Hans","male","https://en.wikipedia.org/wiki/Hans_von_Euler-Chelpin","https://api.nobelprize.org/2/laureate/187","https://www.nobelprize.org/laureate/187","1873-02-15",1873,"1964-11-06",1964,"u0xepvxf3g5e","u6sc7pyg248w"
192,"Urey","Harold C.","male","https://en.wikipedia.org/wiki/Harold_Urey","https://api.nobelprize.org/2/laureate/192","https://www.nobelprize.org/laureate/192","1893-04-29",1893,"1981-01-05",1981,"dp67zurbxtjs","9mudg8fnksz1"
272,"Michel","Hartmut","male","https://en.wikipedia.org/wiki/Hartmut_Michel","https://api.nobelprize.org/2/laureate/272","https://www.nobelprize.org/laureate/272","1948-07-18",1948,,,"u0ww1j5s71zh",
184,"Wieland","Heinrich","male","https://en.wikipedia.org/wiki/Heinrich_Otto_Wieland","https://api.nobelprize.org/2/laureate/184","https://www.nobelprize.org/laureate/184","1877-06-04",1877,"1957-08-05",1957,"u0wnnj4f10wk","u281zd9ubncr"
165,"Moissan","Henri","male","https://en.wikipedia.org/wiki/Henri_Moissan","https://api.nobelprize.org/2/laureate/165","https://www.nobelprize.org/laureate/165","1852-09-28",1852,"1907-02-20",1907,"u09tvwew9tqx","u09tvwew9tqx"
260,"Taube","Henry","male","https://en.wikipedia.org/wiki/Henry_Taube","https://api.nobelprize.org/2/laureate/260","https://www.nobelprize.org/laureate/260","1915-11-30",1915,"2005-11-16",2005,"c9n8rz7mru47","9q9huhfyzu14"
262,"Hauptman","Herbert A.","male","https://en.wikipedia.org/wiki/Herbert_A._Hauptman","https://api.nobelprize.org/2/laureate/262","https://www.nobelprize.org/laureate/262","1917-02-14",1917,"2011-10-23",2011,"dr5reu4d7xqv","dpxgvpnr96bv"
252,"Brown","Herbert C.","male","https://en.wikipedia.org/wiki/Herbert_C._Brown","https://api.nobelprize.org/2/laureate/252","https://www.nobelprize.org/laureate/252","1912-05-22",1912,"2004-12-19",2004,"gcpvj1puzgy0","dp4jzjek756f"
216,"Staudinger","Hermann","male","https://en.wikipedia.org/wiki/Hermann_Staudinger","https://api.nobelprize.org/2/laureate/216","https://www.nobelprize.org/laureate/216","1881-03-23",1881,"1965-09-08",1965,"u0vfq75rj0gq","u0t949hpnk2n"
731,"Shirakawa","Hideki","male","https://en.wikipedia.org/wiki/Hideki_Shirakawa","https://api.nobelprize.org/2/laureate/731","https://www.nobelprize.org/laureate/731","1936-08-20",1936,,,"xn76ux2unknq",
250,"Prigogine","Ilya","male","https://en.wikipedia.org/wiki/Ilya_Prigogine","https://api.nobelprize.org/2/laureate/250","https://www.nobelprize.org/laureate/250","1917-01-25",1917,"2003-05-28",2003,"ucfv053jpewv","u15170g469cm"
194,"Joliot-Curie","Irène","female","https://en.wikipedia.org/wiki/Irène_Joliot-Curie","https://api.nobelprize.org/2/laureate/194","https://www.nobelprize.org/laureate/194","1897-09-12",1897,"1956-03-17",1956,"u09tvwew9tqx","u09tvwew9tqx"
191,"Langmuir","Irving","male","https://en.wikipedia.org/wiki/Irving_Langmuir","https://api.nobelprize.org/2/laureate/191","https://www.nobelprize.org/laureate/191","1881-01-31",1881,"1957-08-16",1957,"dr5rmhzmh6dk","drmu3k83h9u4"
781,"Rose","Irwin","male","https://en.wikipedia.org/wiki/Irwin_Rose","https://api.nobelprize.org/2/laureate/781","https://www.nobelprize.org/laureate/781","1926-07-16",1926,"2015-06-03",2015,"dr5rmhzmh6dk","drs6htmuh89w"
160,"van 't Hoff","Jacobus H.","male","https://en.wikipedia.org/wiki/Jacobus_Henricus_van_'t_Hoff","https://api.nobelprize.org/2/laureate/160","https://www.nobelprize.org/laureate/160","1852-08-30",1852,"1911-03-01",1911,"u15pqhsy5zg0","u33dc16s67c6"
944,"Dubochet","Jacques","male","https://en.wikipedia.org/wiki/Jacques_Dubochet","https://api.nobelprize.org/2/laureate/944","https://www.nobelprize.org/laureate/944","1942-06-08",1942,,,"u0hzqxg4e74e",
204,"Sumner","James B.","male","https://en.wikipedia.org/wiki/James_B._Sumner","https://api.nobelprize.org/2/laureate/204","https://www.nobelprize.org/laureate/204","1887-11-19",1887,"1955-08-12",1955,"drmrv49w4fgs","dpxgvpnr96bv"
223,"Heyrovsky","Jaroslav","male","https://en.wikipedia.org/wiki/Jaroslav_Heyrovský","https://api.nobelprize.org/2/laureate/223","https://www.nobelprize.org/laureate/223","1890-12-20",1890,"1967-03-27",1967,"u2fkb7gs2v9g","u2fkb7gs2v9g"
268,"Lehn","Jean-Marie","male","https://en.wikipedia.org/wiki/Jean-Marie_Lehn","https://api.nobelprize.org/2/laureate/268","https://www.nobelprize.org/laureate/268","1939-09-30",1939,,,"u0t7cux2huk3",
931,"Sauvage","Jean-Pierre","male","https://en.wikipedia.org/wiki/Jean-Pierre_Sauvage","https://api.nobelprize.org/2/laureate/931","https://www.nobelprize.org/laureate/931","1944-10-21",1944,,,"u09tvwew9tqx",
992,"Doudna","Jennifer A.","female","https://en.wikipedia.org/wiki/Jennifer_Doudna","https://api.nobelprize.org/2/laureate/992","https://www.nobelprize.org/laureate/992","1964-02-19",1964,,,"dqcjqcreqzm1",
289,"Skou","Jens C.","male","https://en.wikipedia.org/wiki/Jens_Christian_Skou","https://api.nobelprize.org/2/laureate/289","https://www.nobelprize.org/laureate/289","1918-10-08",1918,"2018-05-28",2018,"u4jctndf004x","u1zr2r5nmcfe"
263,"Karle","Jerome","male","https://en.wikipedia.org/wiki/Jerome_Karle","https://api.nobelprize.org/2/laureate/263","https://www.nobelprize.org/laureate/263","1918-06-18",1918,"2013-06-06",2013,"dr5reu4d7xqv","dqchgj83s4rw"
945,"Frank","Joachim","male","https://en.wikipedia.org/wiki/Joachim_Frank","https://api.nobelprize.org/2/laureate/945","https://www.nobelprize.org/laureate/945","1940-09-12",1940,,,"u1j9qt21109j",
270,"Deisenhofer","Johann","male","https://en.wikipedia.org/wiki/Johann_Deisenhofer","https://api.nobelprize.org/2/laureate/270","https://www.nobelprize.org/laureate/270","1943-09-30",1943,,,"u0xs449es82v",
756,"Fenn","John B.","male","https://en.wikipedia.org/wiki/John_Fenn_(chemist)","https://api.nobelprize.org/2/laureate/756","https://www.nobelprize.org/laureate/756","1917-06-15",1917,"2010-12-10",2010,"dr5reu4d7xqv","dq8vtcumshdu"
976,"Goodenough","John","male","https://en.wikipedia.org/wiki/John_B._Goodenough","https://api.nobelprize.org/2/laureate/976","https://www.nobelprize.org/laureate/976","1922-07-25",1922,"2023-06-25",2023,"u301xxhbw6mb","9v6kpvccjggg"
227,"Kendrew","John C.","male","https://en.wikipedia.org/wiki/John_Kendrew","https://api.nobelprize.org/2/laureate/227","https://www.nobelprize.org/laureate/227","1917-03-24",1917,"1997-08-23",1997,"gcpn7m3v1n1g","u120gjdregef"
266,"Polanyi","John C.","male","https://en.wikipedia.org/wiki/John_Polanyi","https://api.nobelprize.org/2/laureate/266","https://www.nobelprize.org/laureate/266","1929-01-23",1929,,,"u33dc16s67c6",
247,"Cornforth","John","male","https://en.wikipedia.org/wiki/John_Cornforth","https://api.nobelprize.org/2/laureate/247","https://www.nobelprize.org/laureate/247","1917-09-07",1917,"2013-12-08",2013,"r3gx3hbmquvs",
288,"Walker","John E.","male","https://en.wikipedia.org/wiki/John_E._Walker","https://api.nobelprize.org/2/laureate/288","https://www.nobelprize.org/laureate/288","1941-01-07",1941,,,"gcw9ts76ucys",
205,"Northrop","John H.","male","https://en.wikipedia.org/wiki/John_Howard_Northrop","https://api.nobelprize.org/2/laureate/205","https://www.nobelprize.org/laureate/205","1891-07-05",1891,"1987-05-27",1987,"dr72zjjscsnd","9qpc6b02hpr7"
1041,"Jumper","John","male","https://en.wikipedia.org/wiki/John_M._Jumper","https://api.nobelprize.org/2/laureate/1041","https://www.nobelprize.org/laureate/1041",,,,,"9ynmevjch3vc",
291,"Pople","John","male","https://en.wikipedia.org/wiki/John_Pople","https://api.nobelprize.org/2/laureate/291","https://www.nobelprize.org/laureate/291","1925-10-31",1925,"2004-03-15",2004,"gcjg7zs05f3b","dp3wjxrdsysw"
743,"Sharpless","Barry","male","https://en.wikipedia.org/wiki/Karl_Barry_Sharpless","https://api.nobelprize.org/2/laureate/743","https://www.nobelprize.org/laureate/743","1941-04-28",1941,,,"dr4e33gxnv7b",
228,"Ziegler","Karl","male","https://en.wikipedia.org/wiki/Karl_Ziegler","https://api.nobelprize.org/2/laureate/228","https://www.nobelprize.org/laureate/228","1898-11-26",1898,"1973-08-12",1973,"u1ngkjd8ynve","u1husdn86vhx"
278,"Mullis","Kary B.","male","https://en.wikipedia.org/wiki/Kary_Mullis","https://api.nobelprize.org/2/laureate/278","https://www.nobelprize.org/laureate/278","1944-12-28",1944,"2019-08-07",2019,"dnqh28ztjq3v","9mupk2nu2759"
257,"Fukui","Kenichi","male","https://en.wikipedia.org/wiki/Kenichi_Fukui","https://api.nobelprize.org/2/laureate/257","https://www.nobelprize.org/laureate/257","1918-10-04",1918,"1998-01-09",1998,"xn0t6fnxchb1","xn0x1qf2ywhf"
757,"Tanaka","Koichi","male","https://en.wikipedia.org/wiki/Koichi_Tanaka","https://api.nobelprize.org/2/laureate/757","https://www.nobelprize.org/laureate/757","1959-08-03",1959,,,"xn98f25z5qkm",
211,"Alder","Kurt","male","https://en.wikipedia.org/wiki/Kurt_Alder","https://api.nobelprize.org/2/laureate/211","https://www.nobelprize.org/laureate/211","1902-07-10",1902,"1958-06-20",1958,"u2vqphyfxp85","u1hcy346w4qd"
758,"Wüthrich","Kurt","male","https://en.wikipedia.org/wiki/Kurt_Wüthrich","https://api.nobelprize.org/2/laureate/758","https://www.nobelprize.org/laureate/758","1938-10-04",1938,,,"u0m716gmt1gg",
236,"Onsager","Lars","male","https://en.wikipedia.org/wiki/Lars_Onsager","https://api.nobelprize.org/2/laureate/236","https://www.nobelprize.org/laureate/236","1903-11-27",1903,"1976-10-05",1976,"u4xsueefz31e","dhwfm6qqe16b"
200,"Ruzicka","Leopold","male","https://en.wikipedia.org/wiki/Leopold_Ružička","https://api.nobelprize.org/2/laureate/200","https://www.nobelprize.org/laureate/200","1887-09-13",1887,"1976-09-26",1976,"u2j9bqgv1knc","u0qjd2ey7zyy"
217,"Pauling","Linus","male","https://en.wikipedia.org/wiki/Linus_Pauling","https://api.nobelprize.org/2/laureate/217","https://www.nobelprize.org/laureate/217","1901-02-28",1901,"1994-08-19",1994,"c20fbwhcg3xw","9q3qhz8d1mtj"
221,"Todd","Lord","male","https://en.wikipedia.org/wiki/Alexander_R._Todd,_Baron_Todd","https://api.nobelprize.org/2/laureate/221","https://www.nobelprize.org/laureate/221","1907-10-02",1907,"1997-01-10",1997,"gcuvz31nxcf6","u120gjdregef"
1030,"Brus","Louis","male","https://en.wikipedia.org/wiki/Louis_E._Brus","https://api.nobelprize.org/2/laureate/1030","https://www.nobelprize.org/laureate/1030",,,,,"dpmuhdhjgr08",
239,"Leloir","Luis","male","https://en.wikipedia.org/wiki/Luis_Federico_Leloir","https://api.nobelprize.org/2/laureate/239","https://www.nobelprize.org/laureate/239","1906-09-06",1906,"1987-12-02",1987,"u09tvwew9tqx","69y7phsu3ddy"
977,"Whittingham","M. Stanley","male","https://en.wikipedia.org/wiki/M._Stanley_Whittingham","https://api.nobelprize.org/2/laureate/977","https://www.nobelprize.org/laureate/977","1941-12-22",1941,,,"gcwwd7xsh9ey",
233,"Eigen","Manfred","male","https://en.wikipedia.org/wiki/Manfred_Eigen","https://api.nobelprize.org/2/laureate/233","https://www.nobelprize.org/laureate/233","1927-05-09",1927,"2019-02-06",2019,"u1jhuhr00sbg","u1pj1w6w8m8y"
6,"Curie","Marie","female","https://en.wikipedia.org/wiki/Marie_Curie","https://api.nobelprize.org/2/laureate/6","https://www.nobelprize.org/laureate/6","1867-11-07",1867,"1934-07-04",1934,"u3qcnhhqnfr0","u0htqfs0rnm8"
282,"Molina","Mario J.","male","https://en.wikipedia.org/wiki/Mario_J._Molina","https://api.nobelprize.org/2/laureate/282","https://www.nobelprize.org/laureate/282","1943-03-19",1943,"2020-10-07",2020,"9g3w81krk70h","9g3w81krk70h"
830,"Chalfie","Martin","male","https://en.wikipedia.org/wiki/Martin_Chalfie","https://api.nobelprize.org/2/laureate/830","https://www.nobelprize.org/laureate/830","1947-01-15",1947,,,"dp3wjxrdsysw",
889,"Karplus","Martin","male","https://en.wikipedia.org/wiki/Martin_Karplus","https://api.nobelprize.org/2/laureate/889","https://www.nobelprize.org/laureate/889","1930-03-15",1930,,,"u2edhxfmcsx3",
226,"Perutz","Max F.","male","https://en.wikipedia.org/wiki/Max_Perutz","https://api.nobelprize.org/2/laureate/226","https://www.nobelprize.org/laureate/226","1914-05-19",1914,"2002-02-06",2002,"u2edhxfmcsx3","u120gjdregef"
225,"Calvin","Melvin","male","https://en.wikipedia.org/wiki/Melvin_Calvin","https://api.nobelprize.org/2/laureate/225","https://www.nobelprize.org/laureate/225","1911-04-08",1911,"1997-01-08",1997,"9zvz9tg69xur","9q9p3w670tk5"
890,"Levitt","Michael","male","https://en.wikipedia.org/wiki/Michael_Levitt","https://api.nobelprize.org/2/laureate/890","https://www.nobelprize.org/laureate/890","1947-05-09",1947,,,"kekj93jbmm1z",
279,"Smith","Michael","male","https://en.wikipedia.org/wiki/Michael_Smith_(chemist)","https://api.nobelprize.org/2/laureate/279","https://www.nobelprize.org/laureate/279","1932-04-26",1932,"2000-10-04",2000,"gctf4vh3wbrm","c2b2q7dtj51c"
1016,"Meldal","Morten","male","https://en.wikipedia.org/wiki/Morten_P._Meldal","https://api.nobelprize.org/2/laureate/1016","https://www.nobelprize.org/laureate/1016",,,,,"u3buwpgh95pk",
1029,"Bawendi","Moungi","male","https://en.wikipedia.org/wiki/Moungi_Bawendi","https://api.nobelprize.org/2/laureate/1029","https://www.nobelprize.org/laureate/1029",,,,,"u09tvwew9tqx",
220,"Semenov","Nikolay","male","https://en.wikipedia.org/wiki/Nikolay_Semyonov","https://api.nobelprize.org/2/laureate/220","https://www.nobelprize.org/laureate/220","1896-04-03",1896,"1986-09-25",1986,"v10tnv25mtw1","ucfv053jpewv"
196,"Haworth","Norman","male","https://en.wikipedia.org/wiki/Norman_Haworth","https://api.nobelprize.org/2/laureate/196","https://www.nobelprize.org/laureate/196","1883-03-19",1883,"1950-03-19",1950,"gcw1hp5rxq83","gcqdt4enu4f4"
238,"Hassel","Odd","male","https://en.wikipedia.org/wiki/Odd_Hassel","https://api.nobelprize.org/2/laureate/238","https://www.nobelprize.org/laureate/238","1897-05-17",1897,"1981-05-11",1981,"u4xsueefz31e","u4xsueefz31e"
829,"Shimomura","Osamu","male","https://en.wikipedia.org/wiki/Osamu_Shimomura","https://api.nobelprize.org/2/laureate/829","https://www.nobelprize.org/laureate/829","1928-08-27",1928,"2018-10-19",2018,"xn0x1qf2ywhf","wvu673yre034"
210,"Diels","Otto","male","https://en.wikipedia.org/wiki/Otto_Diels","https://api.nobelprize.org/2/laureate/210","https://www.nobelprize.org/laureate/210","1876-01-23",1876,"1954-03-07",1954,"u1x0ek0t7f1s","u1xjn34r3k7p"
202,"Hahn","Otto","male","https://en.wikipedia.org/wiki/Otto_Hahn","https://api.nobelprize.org/2/laureate/202","https://www.nobelprize.org/laureate/202","1879-03-08",1879,"1968-07-28",1968,"u0yjjcbgw6gn","u1pj1w6w8m8y"
169,"Wallach","Otto","male","https://en.wikipedia.org/wiki/Otto_Wallach","https://api.nobelprize.org/2/laureate/169","https://www.nobelprize.org/laureate/169","1847-03-27",1847,"1931-02-26",1931,"u3wx62zesw5b","u1pj1w6w8m8y"
254,"Berg","Paul","male","https://en.wikipedia.org/wiki/Paul_Berg","https://api.nobelprize.org/2/laureate/254","https://www.nobelprize.org/laureate/254","1926-06-30",1926,"2023-02-15",2023,"dr5reu4d7xqv","9q9huhfyzu14"
287,"Boyer","Paul D.","male","https://en.wikipedia.org/wiki/Paul_D._Boyer","https://api.nobelprize.org/2/laureate/287","https://www.nobelprize.org/laureate/287","1918-07-31",1918,"2018-06-02",2018,"9x0sghkepdp4","9q5cv8z4mgcg"
281,"Crutzen","Paul J.","male","https://en.wikipedia.org/wiki/Paul_J._Crutzen","https://api.nobelprize.org/2/laureate/281","https://www.nobelprize.org/laureate/281","1933-12-03",1933,"2021-01-28",2021,"u173ztt1zzky","u0vu7sz58b4d"
246,"Flory","Paul J.","male","https://en.wikipedia.org/wiki/Paul_Flory","https://api.nobelprize.org/2/laureate/246","https://www.nobelprize.org/laureate/246","1910-06-19",1910,"1985-09-08",1985,"dp2jycmsruc1","9q3qhz8d1mtj"
197,"Karrer","Paul","male","https://en.wikipedia.org/wiki/Paul_Karrer","https://api.nobelprize.org/2/laureate/197","https://www.nobelprize.org/laureate/197","1889-04-21",1889,"1971-06-18",1971,"ucfv053jpewv","u0qjd2ey7zyy"
922,"Modrich","Paul","male","https://en.wikipedia.org/wiki/Paul_L._Modrich","https://api.nobelprize.org/2/laureate/922","https://www.nobelprize.org/laureate/922","1946-06-13",1946,,,"9wt9zqj9drx2",
173,"Sabatier","Paul","male","https://en.wikipedia.org/wiki/Paul_Sabatier_(chemist)","https://api.nobelprize.org/2/laureate/173","https://www.nobelprize.org/laureate/173","1854-11-05",1854,"1941-08-14",1941,"sp9tve0nrr4t","spc00cfkee6y"
769,"Agre","Peter","male","https://en.wikipedia.org/wiki/Peter_Agre","https://api.nobelprize.org/2/laureate/769","https://www.nobelprize.org/laureate/769","1949-01-30",1949,,,"9zvubj65g9x1",
195,"Debye","Peter","male","https://en.wikipedia.org/wiki/Peter_Debye","https://api.nobelprize.org/2/laureate/195","https://www.nobelprize.org/laureate/195","1884-03-24",1884,"1966-11-02",1966,"u1h137frz3bp","dr997ntwwxtj"
251,"Mitchell","Peter","male","https://en.wikipedia.org/wiki/Peter_D._Mitchell","https://api.nobelprize.org/2/laureate/251","https://www.nobelprize.org/laureate/251","1920-09-29",1920,"1992-04-10",1992,"gcpukt1x9cub","gbuxhs4chh78"
286,"Smalley","Richard E.","male","https://en.wikipedia.org/wiki/Richard_Smalley","https://api.nobelprize.org/2/laureate/286","https://www.nobelprize.org/laureate/286","1943-06-06",1943,"2005-10-28",2005,"dpq19j0efhe4","9vk1m77k0hm1"
851,"Heck","Richard F.","male","https://en.wikipedia.org/wiki/Richard_F._Heck","https://api.nobelprize.org/2/laureate/851","https://www.nobelprize.org/laureate/851","1931-08-15",1931,"2015-10-09",2015,"drkrs22tbb7j","wdw50bvtmv5c"
946,"Henderson","Richard","male","https://en.wikipedia.org/wiki/Richard_Henderson_(biologist)","https://api.nobelprize.org/2/laureate/946","https://www.nobelprize.org/laureate/946","1945-07-19",1945,,,"gcvwr42mwh1m",
198,"Kuhn","Richard","male","https://en.wikipedia.org/wiki/Richard_Kuhn","https://api.nobelprize.org/2/laureate/198","https://www.nobelprize.org/laureate/198","1900-12-03",1900,"1967-07-31",1967,"u2edhxfmcsx3","u0y1j8bgqf43"
215,"Synge","Richard L.M.","male","https://en.wikipedia.org/wiki/Richard_Laurence_Millington_Synge","https://api.nobelprize.org/2/laureate/215","https://www.nobelprize.org/laureate/215","1914-10-28",1914,"1994-08-18",1994,"gcmzu4v55dm8","u12gmktrgujj"
276,"Ernst","Richard R.","male","https://en.wikipedia.org/wiki/Richard_R._Ernst","https://api.nobelprize.org/2/laureate/276","https://www.nobelprize.org/laureate/276","1933-08-14",1933,"2021-06-04",2021,"u0qnnwuqezqj","u0qnnwuqezqj"
796,"Schrock","Richard R.","male","https://en.wikipedia.org/wiki/Richard_R._Schrock","https://api.nobelprize.org/2/laureate/796","https://www.nobelprize.org/laureate/796","1945-01-04",1945,,,"dp5x6cebuzzj",
176,"Willstätter","Richard","male","https://en.wikipedia.org/wiki/Richard_Willstätter","https://api.nobelprize.org/2/laureate/176","https://www.nobelprize.org/laureate/176","1872-08-13",1872,"1942-08-03",1942,"u0tyz5hwy0vz","u0nq8h7y30qs"
182,"Zsigmondy","Richard","male","https://en.wikipedia.org/wiki/Richard_Adolf_Zsigmondy","https://api.nobelprize.org/2/laureate/182","https://www.nobelprize.org/laureate/182","1865-04-01",1865,"1929-09-24",1929,"u2edhxfmcsx3","u1pj1w6w8m8y"
258,"Hoffmann","Roald","male","https://en.wikipedia.org/wiki/Roald_Hoffmann","https://api.nobelprize.org/2/laureate/258","https://www.nobelprize.org/laureate/258","1937-07-18",1937,,,"u8ceqekxfbeq",
231,"Woodward","Robert B.","male","https://en.wikipedia.org/wiki/Robert_Burns_Woodward","https://api.nobelprize.org/2/laureate/231","https://www.nobelprize.org/laureate/231","1917-04-10",1917,"1979-07-08",1979,"drt2zp6p26d5","drt3jcvnxdtd"
